Sentiment,Sentence,Clean sentences
3262,0,"Following the impact , the Altima hit a utility pole , causing a live electric line to fall onto the roadway .",following impact altima hit utility pole causing live electric line fall onto roadway
3263,-1,"Jan. 6 -- Ford is struggling in the face of slowing truck and SUV sales and a surfeit of up-to-date , gotta-have cars .",january 6 ford struggling face slowing truck suv sales surfeit uptodate got tohave cars
3264,-1,Stora Enso 's target has been cut to EUR 4.85 from EUR 5.55 and Holmen 's target -- to SEK 135 from SEK 150 .,stora enso target cut eur 485 eur 555 holmen target sek 135 sek 150
3265,1,"Profit per share was EUR 1.03 , up from EUR 0.87 .",profit per share eur 103 eur 087
3266,0,"Only this time , Nokia , India 's largest MNC , has sought out a topic that could spark off a million approaches ` Creativity in Emerging Markets .",time nokia india largest mnc sought topic could spark million approaches creativity emerging markets
3267,0,"Retail chain Suomen L+Æhikauppa was given the index 5.8 , airline SAS 5.8 , TeliaSonera 's broadband 6.1 , German retail chain Lidl 6.1 , Tele Finland 's mobile subscriptions 6.1 , Tallink shipping line 6.3 , and power company Helsinki Energy 6.3 .",retail chain suomen lhikauppa given index 58 airline sas 58 teliasonera broadband 61 german retail chain lidl 61 tele finland mobile subscriptions 61 tallink shipping line 63 power company helsinki energy 63
3268,0,The retail chain launched in 2007 does not correspond to profit and sales forecasts of the company .,retail chain launched 2007 correspond profit sales forecasts company
3269,1,Diluted earnings per share ( EPS ) rose to EUR 0.52 versus EUR 0.09 .,diluted earnings per share eps rose eur 052 versus eur 009
3270,0,Under the agreement Ponsse will provide forest machine maintenance services to Stora Enso 's Russian wood procurement operations .,agreement ponsse provide forest machine maintenance services stora enso russian wood procurement operations
3271,0,The shares represented 4.998 % of total share capital and 2.14 % of total voting rights .,shares represented 4998 total share capital 214 total voting rights
3272,0,The service also enables users to watch e-mails in HTML format en is enhanced with 23 addition languages to choose from .,service also enables users watch emails html format en enhanced 23 addition languages choose
3273,0,Finnish plumbing and heating systems supplier Uponor announced a company-wide cost reduction program in August 2008 .,finnish plumbing heating systems supplier uponor announced companywide cost reduction program august 2008
3274,1,This transaction will also rationalize our pulp and paper industry related solutions .,transaction also rationalize pulp paper industry related solutions
3275,1,"Suominen Corporation estimates that the cost-cutting program that started in autumn 2005 , higher sales prices , and expected growth in volume of Wet Wipes , will make the company 's operations more profitable .",suominen corporation estimates costcutting program started autumn 2005 higher sales prices expected growth volume wet wipes make company operations profitable
3276,1,EBIT margin was up from 1.4 % to 5.1 % .,ebit margin 14 51
3277,0,"The copying , republication or redistribution of AFX News Content , including by framing or similar means , is expressly prohibited without the prior written consent of AFX News .",copying republication redistribution afx news content including framing similar means expressly prohibited without prior written consent afx news
3278,0,"Deliveries are to start later in 2010 , and the volume will increase in the years 2011-2012 .",deliveries start later 2010 volume increase years 20112012
3279,1,services supplier Efore Plc to streamline operations in Finland and the US Finnish electronic systems and services supplier Efore Plc ( OMX Helsinki : EFO1V ) said on Tuesday ( 3 February ) that it has initiated statutory negotiations regarding a streamlining of its operations in Finland .,services supplier efore plc streamline operations finland us finnish electronic systems services supplier efore plc omx helsinki efo1v said tuesday 3 february initiated statutory negotiations regarding streamlining operations finland
3280,0,YIT Kausta will build commercial and residential highrises in Virsuliskes area .,yit kausta build commercial residential highrises virsuliskes area
3281,1,`` We are pleased to welcome Tapeks Noma into Cramo group .,pleased welcome tapeks noma cramo group
3282,-1,The operating margin came down to 2.4 % from 5.7 % .,operating margin came 24 57
3283,0,"The most popular mobile data services are email , surfing the internet , as well as news and weather services .",popular mobile data services email surfing internet well news weather services
3284,0,Finland-based international machinery rental company Ramirent Plc ( OMX Helsinki : RMR1V ) reported on Friday ( 15 August ) an operating profit of EUR65 .0 m on net sales of EUR342 .9 m for the period January-June 2008 .,finlandbased international machinery rental company ramirent plc omx helsinki rmr1v reported friday 15 august operating profit eur65 0 net sales eur342 9 period januaryjune 2008
3285,0,"The company has also supplied more than 200 MW of power generating equipment for a number of projects in Papua New Guinea , including 12 engines of the Wartsila 32 type to Lihir Gold .",company also supplied 200 mw power generating equipment number projects papua new guinea including 12 engines wartsila 32 type lihir gold
3286,-1,"( ADPnews ) - Feb 3 , 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR 46 million ( USD 64.5 m ) in the fourth quarter of 2009 from a",adpnews feb 3 2010 finlandbased steel maker rautaruukki oyj hel rtrks ruukki said today slipped largerthanexpected pretax loss eur 46 million usd 645 fourth quarter 2009
3287,0,Electronic versions require 24-48 hours as each copy is customized to the client with digital controls and custom watermarks .,electronic versions require 2448 hours copy customized client digital controls custom watermarks
3288,-1,"At 1.33 pm , the OMX Helsinki 25 was 0.30 pct lower at 2,463.67 and the OMX Helsinki was down 0.37 pct at 8,537.42 on volume of 256 mln eur .",133 pm omx helsinki 25 030 pct lower 246367 omx helsinki 037 pct 853742 volume 256 mln eur
3289,-1,Expense ratio was 102.6 % compared to 92.9 % in the corresponding period in 2005 .,expense ratio 1026 compared 929 corresponding period 2005
3290,0,A total 30 % of the order value was booked in the fourth quarter of 2009 and the remainder will be booked in the second quarter of 2010 .,total 30 order value booked fourth quarter 2009 remainder booked second quarter 2010
3291,-1,GSK announced in November 2008 that it would close its operations in Dartford .,gsk announced november 2008 would close operations dartford
3292,1,- UPM-Kymmene upgraded to ` in-line ' from ` underperform ' by Goldman Sachs .,upmkymmene upgraded inline underperform goldman sachs
3293,-1,"In the building and home improvement trade , net sales totalled EUR 1,173 mn , down from EUR 1,566 mn a year earlier .",building home improvement trade net sales totalled eur 1173 mn eur 1566 mn year earlier
